Sr. No.,Emp. Code,Emp. Tags,Employee Name,Employee Number,To Name,Country Code,To Number,Call Type,Duration,Call Date,Call Time,Notes,Unique customer Id,Incoming Calls,Incoming Duration,Outgoing Calls,Outgoing Duration,Missed,Rejected,Connected Calls,Never Attended,Call Status,Purpose of Call,Region,Customer Feedback,Department,Follow-Up Required
,FB003,Pune,Shubhangi,+918888800003,Tricia Marquez,,+1-899-835-0895x898,,7 mins 12 secs,2020-11-19,,Class business two open.,CUST2719,5.0,35 mins 25 secs,5.0,50 mins 280 secs,2.0,1.0,6.0,4.0,Failed,,,Dissatisfied,Sales,Yes
2720.0,FB001,Nagpur,Aniruddha Kalbande,+918888800001,Jonathan Moore,+961,394-863-6817x330,Outgoing,,,01:11 PM,Brother but money computer.,CUST2720,,0 mins 0 secs,0.0,0 mins 0 secs,2.0,,,,Busy,Sales,North America,,Sales,Yes
2721.0,,,Shubhangi,+918888800003,Craig Garcia,,564-269-7917x879,Outgoing,,2024-08-06,07:34 AM,,CUST2721,2.0,,,24 mins 162 secs,0.0,2.0,2.0,3.0,Completed,Follow-up,Asia,Satisfied,Sales,Yes
2722.0,FB015,,Rachel,+918888800005,Brandon Wilkins,+357,646.946.1366x75186,Incoming,20 mins 57 secs,2021-08-06,,Store election dinner edge start treat medical.,,1.0,8 mins 27 secs,3.0,,2.0,1.0,1.0,3.0,Completed,Support,Africa,Satisfied,Sales,No
2723.0,FB008,New York,Steve,+918888800004,Daniel Bowman,+64,(253)267-5655x0755,Incoming,14 mins 29 secs,2022-11-12,11:43 AM,Senior its on.,,3.0,54 mins 120 secs,,40 mins 228 secs,1.0,,6.0,1.0,Failed,Feedback,Australia,Dissatisfied,Support,Yes
2724.0,FB002,Mumbai,Ankur Garde,+918888800002,Tristan Marshall,+269,(625)560-7506,Outgoing,12 mins 0 secs,2023-07-18,09:01 AM,Once well commercial address cultural do.,,4.0,,2.0,14 mins 36 secs,2.0,1.0,3.0,,No Answer,,Asia,Neutral,,
2725.0,FB001,Nagpur,Aniruddha Kalbande,+918888800001,Jennifer Pugh,+690,(394)836-4646,Incoming,9 mins 36 secs,2023-04-20,,,CUST2725,3.0,6 mins 57 secs,5.0,5 mins 35 secs,2.0,2.0,5.0,,Failed,Inquiry,,Satisfied,Sales,
2726.0,FB003,Pune,Shubhangi,,Kimberly Brown,+254,001-871-682-7497x301,Incoming,,,,Region I reduce state fear.,,1.0,20 mins 59 secs,,68 mins 124 secs,0.0,,3.0,2.0,Failed,Feedback,,Neutral,Sales,No
2727.0,,Pune,Shubhangi,+918888800003,Michelle Bailey,+1 787,001-519-549-1158x3263,Outgoing,9 mins 12 secs,2023-07-01,12:37 PM,,CUST2727,4.0,,1.0,15 mins 25 secs,,,2.0,3.0,Busy,Feedback,Australia,Neutral,Sales,
2728.0,FB008,New York,,+918888800004,Daniel Thompson,+249,279.649.3681x55003,,,2022-04-26,02:45 AM,Yourself truth inside factor no growth spend.,CUST2728,0.0,0 mins 0 secs,3.0,60 mins 156 secs,,0.0,2.0,1.0,Failed,Feedback,Australia,,Support,No
2729.0,FB015,New York,Rachel,+918888800005,Cody Martinez,+386,(939)493-1722x041,Outgoing,,2021-03-09,,Generation picture itself police season increase religious.,CUST2729,3.0,21 mins 36 secs,1.0,1 mins 55 secs,0.0,,0.0,4.0,Failed,Inquiry,,Neutral,,Yes
2730.0,,Nagpur,Aniruddha Kalbande,+918888800001,Donald Flores,+262 269,,,15 mins 0 secs,2023-11-03,11:46 AM,Upon so add a focus huge letter.,CUST2730,5.0,65 mins 20 secs,5.0,65 mins 90 secs,0.0,1.0,8.0,2.0,No Answer,,Europe,,Sales,Yes
,,New York,Steve,+918888800004,Luis Webb,+98,+1-622-563-4227x40885,,2 mins 57 secs,2023-02-17,12:46 AM,Difference day white long.,,,24 mins 44 secs,4.0,4 mins 204 secs,,2.0,5.0,3.0,Completed,Feedback,Europe,Satisfied,Support,No
2732.0,FB001,,Aniruddha Kalbande,+918888800001,Andrew Peterson,+249,+1-802-437-5645x14237,Outgoing,20 mins 0 secs,2024-07-06,04:41 AM,Relate current dark rise.,CUST2732,0.0,0 mins 0 secs,1.0,,0.0,2.0,1.0,0.0,No Answer,Support,Africa,,,Yes
2733.0,FB008,,,,Laura Benton,+998,+1-664-531-0842x678,,12 mins 54 secs,,05:03 PM,Computer resource within million be leader sort.,,4.0,,2.0,,1.0,1.0,0.0,,Busy,Inquiry,,Satisfied,Support,No
2734.0,FB003,Pune,Shubhangi,,,,974.426.1654x1356,Outgoing,9 mins 14 secs,2022-12-15,05:12 PM,Need teach provide service teach hold sign.,CUST2734,3.0,6 mins 57 secs,4.0,52 mins 88 secs,,1.0,6.0,1.0,,Inquiry,Africa,,Sales,No
2735.0,FB008,New York,Steve,+918888800004,Rodney Chen,+53,392.568.3181,Incoming,4 mins 33 secs,,05:20 PM,,CUST2735,3.0,45 mins 84 secs,2.0,,2.0,0.0,4.0,1.0,,Inquiry,Africa,Dissatisfied,,No
2736.0,FB003,Pune,Shubhangi,+918888800003,Anne Robinson,+681,(823)993-9155x96770,Incoming,3 mins 51 secs,2022-02-10,02:44 PM,,CUST2736,0.0,0 mins 0 secs,1.0,19 mins 58 secs,0.0,2.0,0.0,1.0,Busy,,Australia,,Sales,Yes
,FB002,Mumbai,Ankur Garde,+918888800002,Linda Miller,+505,,,1 mins 23 secs,2021-04-11,,Single draw black consumer artist win.,CUST2737,0.0,,2.0,,2.0,0.0,,1.0,Busy,Support,Australia,,Support,No
2738.0,FB002,Mumbai,Ankur Garde,+918888800002,Austin Stokes,+239,972.696.0780,Incoming,18 mins 36 secs,2021-09-14,10:16 AM,Choose challenge collection message method note hope.,CUST2738,0.0,0 mins 0 secs,5.0,100 mins 30 secs,1.0,2.0,2.0,,Busy,Inquiry,,Neutral,Support,
2739.0,FB002,Mumbai,Ankur Garde,+918888800002,Lauren Jackson,+595,+1-639-299-4608x3901,Outgoing,14 mins 23 secs,,,Type official white bag use account.,,0.0,0 mins 0 secs,4.0,52 mins 52 secs,2.0,1.0,1.0,3.0,No Answer,Support,Africa,Satisfied,Support,Yes
2740.0,FB008,New York,Steve,,Jacqueline Jones,,(484)585-5717,Incoming,12 mins 44 secs,2023-06-08,07:01 PM,Where front manage whom be.,CUST2740,0.0,,0.0,0 mins 0 secs,2.0,0.0,,0.0,No Answer,Support,Africa,Dissatisfied,,No
,FB003,Pune,,,,+681,,Outgoing,17 mins 52 secs,2022-07-29,,,CUST2741,2.0,28 mins 104 secs,0.0,0 mins 0 secs,0.0,1.0,,2.0,No Answer,Inquiry,Asia,Dissatisfied,Sales,Yes
2742.0,FB001,,Aniruddha Kalbande,+918888800001,,+672,(544)343-3260,Incoming,5 mins 2 secs,,11:50 AM,Rich into responsibility answer billion.,CUST2742,1.0,12 mins 42 secs,2.0,6 mins 14 secs,2.0,1.0,2.0,1.0,No Answer,,Europe,Satisfied,Sales,No
,,New York,Steve,,,+44 7781,,Outgoing,11 mins 58 secs,2024-08-19,09:05 PM,,CUST2743,1.0,5 mins 15 secs,0.0,,1.0,1.0,1.0,0.0,Completed,Support,North America,Neutral,Support,Yes
2744.0,FB003,,Shubhangi,,Haley Reid,+979,612.614.5486,Outgoing,14 mins 52 secs,2024-08-14,03:07 AM,Father energy carry poor TV.,CUST2744,2.0,38 mins 74 secs,0.0,0 mins 0 secs,,1.0,2.0,0.0,,Inquiry,Asia,Satisfied,Sales,No
2745.0,FB001,Nagpur,Aniruddha Kalbande,+918888800001,,+882 13,(574)382-9015x88384,Incoming,5 mins 57 secs,,04:33 AM,Seven figure money bad.,CUST2745,0.0,,,12 mins 69 secs,0.0,2.0,,3.0,,Support,,Neutral,,Yes
2746.0,FB008,,Steve,+918888800004,Kristine Simmons,,,Incoming,19 mins 54 secs,2022-02-04,06:34 AM,,CUST2746,1.0,,1.0,9 mins 23 secs,1.0,0.0,0.0,2.0,Failed,Sales,North America,Neutral,,Yes
,FB003,Pune,Shubhangi,+918888800003,Heather Hines,+1 264,545.344.7774x821,Incoming,7 mins 10 secs,2022-08-16,12:22 PM,,CUST2747,5.0,55 mins 15 secs,0.0,,2.0,1.0,2.0,3.0,No Answer,Follow-up,Asia,,Sales,Yes
2748.0,FB002,Mumbai,,+918888800002,,+251,614.227.4902x535,,18 mins 45 secs,2023-08-31,,,CUST2748,3.0,,1.0,,2.0,2.0,3.0,1.0,No Answer,Inquiry,Europe,Neutral,Support,Yes
2749.0,FB003,Pune,Shubhangi,+918888800003,David Smith,+688,,Outgoing,,2023-05-26,08:39 AM,Consider town brother support break thank.,CUST2749,,18 mins 0 secs,1.0,19 mins 50 secs,1.0,2.0,2.0,,,Support,,Dissatisfied,Sales,No
2750.0,FB002,Mumbai,Ankur Garde,+918888800002,Peter Fritz,,830-882-2436x3684,Incoming,,2024-03-09,,Story hospital side investment age yes.,CUST2750,2.0,16 mins 94 secs,0.0,0 mins 0 secs,2.0,,1.0,1.0,,Sales,Africa,Dissatisfied,Support,Yes
2751.0,FB015,New York,Rachel,,,+960,782.552.1844,Incoming,5 mins 54 secs,2022-07-20,09:43 PM,Arrive probably garden but page first.,CUST2751,4.0,28 mins 32 secs,0.0,0 mins 0 secs,1.0,1.0,,1.0,Failed,,Europe,Neutral,Sales,Yes
2752.0,FB001,Nagpur,,+918888800001,,+502,001-437-482-1411x85810,,,2022-04-29,04:23 AM,Husband surface from important film list former industry.,CUST2752,,0 mins 0 secs,2.0,12 mins 10 secs,0.0,1.0,0.0,2.0,Completed,Follow-up,Africa,Satisfied,Sales,Yes
2753.0,FB003,Pune,Shubhangi,+918888800003,Dana Bates,,883-889-9486,Outgoing,20 mins 9 secs,2024-08-15,12:48 PM,,CUST2753,5.0,100 mins 80 secs,5.0,65 mins 200 secs,2.0,1.0,7.0,3.0,Completed,Support,Europe,Satisfied,Sales,No
2754.0,FB001,Nagpur,Aniruddha Kalbande,+918888800001,Amanda Hanson,,(602)835-0892,Outgoing,9 mins 27 secs,,07:28 AM,Enjoy it international.,CUST2754,4.0,72 mins 200 secs,,0 mins 0 secs,0.0,2.0,2.0,2.0,,Sales,Australia,Dissatisfied,Sales,
,FB001,,Aniruddha Kalbande,+918888800001,,+256,001-268-993-7425,Outgoing,15 mins 56 secs,2024-07-09,10:10 AM,,CUST2755,,32 mins 72 secs,3.0,15 mins 99 secs,0.0,1.0,,4.0,No Answer,,,Dissatisfied,Sales,
2756.0,FB002,,Ankur Garde,+918888800002,Amber Roth DDS,+387,8244323737,Outgoing,20 mins 6 secs,2021-07-26,10:11 PM,Water interest particular.,,4.0,56 mins 8 secs,5.0,10 mins 190 secs,2.0,2.0,0.0,9.0,Completed,Follow-up,Asia,,Support,Yes
2757.0,,,Steve,,Brittany Dean,,(729)636-8589,Incoming,10 mins 8 secs,2022-02-22,03:40 PM,Myself fine different player.,CUST2757,3.0,45 mins 12 secs,2.0,28 mins 100 secs,2.0,0.0,0.0,5.0,Busy,Sales,,,Support,
2758.0,FB002,Mumbai,Ankur Garde,+918888800002,Tammy Logan,+1 868,001-890-401-3814,Outgoing,15 mins 23 secs,2024-07-05,01:09 PM,Wonder firm develop partner.,CUST2758,4.0,24 mins 136 secs,,,,2.0,,8.0,Failed,Support,North America,Dissatisfied,Support,No
,FB003,Pune,Shubhangi,,Debra Rogers,+599 7,577.770.8674x7976,Incoming,,2024-08-15,10:25 AM,Herself paper without whose threat.,CUST2759,1.0,2 mins 6 secs,2.0,34 mins 8 secs,,,,0.0,,Inquiry,,,Sales,Yes
2760.0,FB003,,Shubhangi,,Frank Sampson,+44 7924,608-323-0162x6891,Outgoing,,2021-10-15,,Argue much yourself order ground attorney.,CUST2760,1.0,19 mins 45 secs,,80 mins 30 secs,2.0,1.0,6.0,0.0,Busy,,North America,,Sales,No
2761.0,FB002,Mumbai,,+918888800002,,+974,511.845.6444,,,2021-03-28,12:15 AM,Public ready finish item like mind eye.,CUST2761,2.0,8 mins 86 secs,4.0,24 mins 4 secs,1.0,2.0,,,Completed,,,Satisfied,Support,No
2762.0,FB001,Nagpur,Aniruddha Kalbande,+918888800001,Angela Ellis,,,Incoming,20 mins 22 secs,2023-10-22,02:41 AM,,CUST2762,,68 mins 228 secs,4.0,24 mins 236 secs,2.0,,3.0,5.0,Busy,Inquiry,Europe,Dissatisfied,Sales,No
2763.0,FB002,Mumbai,Ankur Garde,+918888800002,Shane Murray,,800-222-8427x96709,Incoming,17 mins 49 secs,2022-12-14,12:09 PM,Similar high conference case use free.,,,10 mins 160 secs,1.0,11 mins 35 secs,1.0,2.0,1.0,5.0,Busy,Support,,Dissatisfied,Support,
,FB002,Mumbai,Ankur Garde,+918888800002,Rebecca Smith,+1 340,+1-811-240-5262x102,Outgoing,13 mins 30 secs,,08:31 PM,Back white put.,CUST2764,,30 mins 36 secs,4.0,,2.0,0.0,0.0,7.0,No Answer,,,,,No
2765.0,,,,,Jasmine Ruiz,,001-430-675-3341,Incoming,17 mins 24 secs,2021-03-23,09:47 PM,Him commercial want we bag.,CUST2765,3.0,33 mins 129 secs,5.0,,2.0,,,1.0,Completed,,North America,,Support,Yes
2766.0,,Pune,Shubhangi,+918888800003,Christopher Evans,+688,(727)623-8739,Incoming,16 mins 44 secs,2024-07-26,,Religious will less politics evidence.,CUST2766,5.0,5 mins 205 secs,3.0,,,0.0,,6.0,No Answer,Feedback,Europe,Satisfied,Sales,Yes
2767.0,,New York,Rachel,+918888800005,Ana Ramirez,+66,438-955-9312x695,,8 mins 31 secs,2023-08-08,,Issue song benefit majority executive.,CUST2767,3.0,60 mins 36 secs,3.0,57 mins 69 secs,1.0,,3.0,,No Answer,Sales,Africa,Satisfied,Sales,Yes
2768.0,FB008,,Steve,,Jennifer Sims,+226,289-571-0651,Outgoing,14 mins 15 secs,2021-02-21,11:44 PM,Dream phone player nice sort theory why.,,2.0,18 mins 72 secs,5.0,,0.0,,0.0,7.0,Failed,Inquiry,Asia,Dissatisfied,Support,Yes
,FB002,Mumbai,Ankur Garde,+918888800002,Jordan Brown,+501,527-985-9474x4170,Incoming,5 mins 25 secs,,,Admit fly dark institution realize management.,CUST2769,1.0,3 mins 30 secs,1.0,15 mins 18 secs,,2.0,,1.0,Failed,Feedback,North America,Satisfied,Support,No
,FB008,New York,,,Thomas Bennett,+421,+1-718-746-9422x05230,Incoming,15 mins 31 secs,,,,CUST2770,,0 mins 0 secs,2.0,28 mins 76 secs,0.0,,0.0,2.0,,Sales,North America,,Support,Yes
,FB003,Pune,,+918888800003,Tamara Wright,,+1-831-984-6107,Incoming,18 mins 57 secs,,06:21 PM,Such language increase arm adult step need.,CUST2771,2.0,40 mins 4 secs,5.0,75 mins 255 secs,2.0,2.0,2.0,5.0,No Answer,Support,Europe,Satisfied,Sales,
2772.0,FB003,,Shubhangi,+918888800003,Jason Johnson,+855,001-233-665-4003,Incoming,9 mins 44 secs,2021-11-09,08:05 PM,Off create either action.,CUST2772,4.0,,,20 mins 180 secs,0.0,1.0,1.0,7.0,Failed,Support,Asia,Neutral,Sales,
2773.0,,,Ankur Garde,+918888800002,Adam Mcfarland,+1 670,+1-485-738-0252x92685,Incoming,,2024-02-06,09:36 PM,Project growth against off reason.,CUST2773,,64 mins 156 secs,1.0,19 mins 42 secs,,0.0,3.0,2.0,Completed,Inquiry,Asia,Dissatisfied,Support,No
2774.0,FB003,,Shubhangi,+918888800003,James Preston,+1 242,632-960-5363,Outgoing,,2024-06-03,03:11 AM,Have spend stop stand.,CUST2774,5.0,15 mins 290 secs,4.0,,2.0,,0.0,9.0,Completed,Follow-up,Australia,Satisfied,Sales,
2775.0,FB002,Mumbai,Ankur Garde,+918888800002,Andrew Burns,+61,,Outgoing,1 mins 36 secs,2022-07-21,08:28 AM,,CUST2775,,70 mins 245 secs,1.0,8 mins 19 secs,1.0,1.0,0.0,,Completed,Support,Europe,Satisfied,Support,No
,,Nagpur,Aniruddha Kalbande,+918888800001,Michael King,,+1-434-569-1228,Incoming,,2023-12-06,05:32 PM,Woman describe push.,CUST2776,0.0,0 mins 0 secs,4.0,28 mins 80 secs,2.0,,,,,Follow-up,North America,Satisfied,Sales,Yes
,FB015,New York,Rachel,+918888800005,Natalie Stevenson,+256,364.623.7583x906,Outgoing,5 mins 52 secs,,08:51 PM,Put left somebody develop miss.,CUST2777,5.0,80 mins 40 secs,3.0,6 mins 102 secs,2.0,,7.0,1.0,No Answer,Feedback,Africa,,Sales,No
2778.0,FB015,New York,Rachel,,Ryan King,,001-368-289-4983,Outgoing,15 mins 22 secs,2023-05-27,04:03 AM,,CUST2778,,60 mins 162 secs,,,,2.0,3.0,0.0,Failed,Sales,,Dissatisfied,Sales,Yes
2779.0,FB015,,Rachel,,Gordon Roberts,,+1-751-272-1246,Outgoing,2 mins 48 secs,,02:58 PM,Significant century up eight bring establish.,CUST2779,5.0,50 mins 265 secs,3.0,12 mins 18 secs,,1.0,,6.0,No Answer,Follow-up,Asia,Satisfied,Sales,Yes
2780.0,FB003,Pune,Shubhangi,+918888800003,Christopher Harrell,+358 18,+1-846-386-0531x783,Outgoing,8 mins 24 secs,2024-05-30,03:24 PM,A professional simple top hotel management.,,1.0,15 mins 46 secs,5.0,30 mins 115 secs,2.0,,6.0,0.0,Failed,,Africa,Dissatisfied,Sales,
2781.0,FB015,New York,,,Danielle Dixon,+855,(458)946-6153x82523,Incoming,12 mins 33 secs,,,,CUST2781,1.0,19 mins 13 secs,3.0,15 mins 171 secs,1.0,0.0,,3.0,,Sales,Europe,Dissatisfied,Sales,No
,FB008,New York,Steve,+918888800004,Diana Joyce,+247,7014516881,Outgoing,18 mins 19 secs,2021-11-14,,End money science deep focus.,CUST2782,3.0,51 mins 87 secs,0.0,0 mins 0 secs,0.0,2.0,1.0,,,Sales,Africa,Neutral,,No
,,New York,Steve,,April Vazquez,+995 34,(643)750-1783,Outgoing,19 mins 0 secs,2022-08-31,07:19 AM,Modern different another today always.,,,56 mins 192 secs,4.0,40 mins 180 secs,,,6.0,2.0,Busy,Follow-up,Australia,Dissatisfied,Support,No
2784.0,FB003,,Shubhangi,,Heather Duke,+976,+1-369-449-9415x2209,Incoming,16 mins 1 secs,,04:13 PM,Issue produce area action manager.,,0.0,,4.0,12 mins 168 secs,,0.0,3.0,,Completed,Support,North America,,,
2785.0,FB003,,Shubhangi,+918888800003,Heather Norman,,001-868-246-4236x67884,Outgoing,,2024-07-26,10:44 PM,,CUST2785,4.0,40 mins 200 secs,,,2.0,0.0,0.0,7.0,Failed,Support,Australia,Satisfied,Sales,Yes
,FB008,New York,Steve,+918888800004,John Pierce,,001-781-867-8177x5932,Incoming,12 mins 35 secs,2021-02-21,,Similar dream early his.,CUST2786,4.0,4 mins 236 secs,1.0,19 mins 56 secs,,,,2.0,Completed,,Africa,Satisfied,Support,No
2787.0,FB003,Pune,Shubhangi,+918888800003,Tanner Adkins,,(917)742-3908x2643,Outgoing,,2021-12-15,05:37 AM,Nearly body indeed win agent recognize.,,,3 mins 0 secs,0.0,,2.0,0.0,1.0,,,Sales,,Dissatisfied,Sales,No
2788.0,,Nagpur,Aniruddha Kalbande,,Donald Walker,+81,606-558-1839x52099,Outgoing,15 mins 30 secs,,,Election because safe tell will base type.,CUST2788,,4 mins 144 secs,1.0,12 mins 21 secs,0.0,2.0,1.0,4.0,No Answer,,Australia,Dissatisfied,,Yes
2789.0,FB002,,Ankur Garde,+918888800002,Jessica Noble,,,Outgoing,20 mins 51 secs,2022-10-06,08:41 AM,Figure he mother rule.,,3.0,24 mins 69 secs,,19 mins 9 secs,2.0,0.0,2.0,2.0,,Feedback,Europe,Satisfied,Support,
2790.0,FB003,Pune,,+918888800003,Jessica Baker,,+1-634-345-5505x744,Incoming,8 mins 48 secs,2021-12-12,05:22 PM,Security research resource open thing end interesting design.,CUST2790,2.0,4 mins 32 secs,0.0,0 mins 0 secs,2.0,,,2.0,Completed,Feedback,,Neutral,,
2791.0,FB002,Mumbai,Ankur Garde,+918888800002,Victoria Cisneros,+269,001-552-264-7017x378,,11 mins 16 secs,2021-03-31,02:51 AM,Television inside yard approach book.,CUST2791,,0 mins 0 secs,4.0,12 mins 16 secs,,0.0,0.0,4.0,Failed,Inquiry,Europe,Satisfied,Support,No
2792.0,FB001,Nagpur,Aniruddha Kalbande,+918888800001,Breanna Moreno,+231,(968)391-5743x3068,Incoming,,,07:17 PM,Me husband boy thus finally.,CUST2792,5.0,95 mins 145 secs,2.0,38 mins 26 secs,2.0,1.0,3.0,4.0,No Answer,Support,,Satisfied,Sales,Yes
2793.0,FB002,Mumbai,Ankur Garde,+918888800002,Mr. Jacob Moore,+261,661.538.6680,,,,07:50 PM,Adult boy hot fish true region own.,CUST2793,,,3.0,21 mins 156 secs,,0.0,,5.0,,Inquiry,Africa,Neutral,Support,No
,FB003,Pune,,+918888800003,Joseph Williams,+375,001-715-289-9474,Incoming,11 mins 13 secs,,05:29 PM,Security energy fine structure than blood half they.,,5.0,65 mins 130 secs,,8 mins 96 secs,1.0,1.0,,7.0,Busy,Inquiry,,Dissatisfied,,No
2795.0,,,,+918888800002,Victoria Sanders,+222,677.565.1047,,,2020-10-06,08:50 AM,,CUST2795,5.0,45 mins 50 secs,,,0.0,0.0,3.0,,Failed,Sales,North America,,,Yes
2796.0,FB003,Pune,,+918888800003,Johnathan Vang,,442-502-5774,Outgoing,17 mins 17 secs,2022-03-12,,,,0.0,0 mins 0 secs,,,,1.0,0.0,0.0,No Answer,Support,Africa,Dissatisfied,Sales,
,FB002,,Ankur Garde,+918888800002,Andrew Potts,+500,001-729-514-1846x0292,Outgoing,1 mins 8 secs,,11:40 PM,,CUST2797,0.0,0 mins 0 secs,2.0,,2.0,,1.0,1.0,No Answer,Follow-up,Australia,Neutral,Support,Yes
2798.0,,New York,Rachel,+918888800005,Raymond Hall,+1 808,,Incoming,9 mins 16 secs,2023-10-31,07:43 AM,Quality citizen get.,CUST2798,0.0,0 mins 0 secs,3.0,3 mins 69 secs,0.0,0.0,1.0,,Completed,,North America,Satisfied,Sales,No
2799.0,FB008,New York,Steve,+918888800004,Melissa Krause,+90,(966)922-4831,Outgoing,12 mins 46 secs,2024-05-17,,Once best history as position campaign above animal.,CUST2799,,,2.0,8 mins 82 secs,2.0,1.0,,3.0,Completed,Sales,North America,Neutral,Support,No
,FB015,New York,Rachel,,Chelsey Haley,+1 869,916-780-5926x475,Incoming,16 mins 56 secs,2021-11-23,05:26 PM,Value write perhaps grow interest smile.,CUST2800,4.0,52 mins 112 secs,3.0,57 mins 69 secs,,0.0,7.0,0.0,Completed,,,Satisfied,,Yes
2801.0,,Pune,,,Ruth Stevenson,+1 939,465-244-7712,Incoming,17 mins 41 secs,2023-06-03,08:03 PM,,CUST2801,3.0,30 mins 177 secs,5.0,100 mins 170 secs,2.0,0.0,4.0,4.0,Failed,Sales,Europe,Satisfied,Sales,Yes
2802.0,FB008,New York,Steve,,Maria Thomas,+253,(717)916-6166,,14 mins 29 secs,2024-02-27,,,CUST2802,0.0,0 mins 0 secs,5.0,25 mins 165 secs,1.0,2.0,0.0,,,Follow-up,,Dissatisfied,Support,
2803.0,,,Shubhangi,+918888800003,Mrs. Karen Smith,,,,12 mins 0 secs,2022-08-09,05:41 PM,Along rest art summer market.,CUST2803,2.0,14 mins 16 secs,2.0,4 mins 54 secs,0.0,0.0,4.0,,Busy,,Australia,Satisfied,Sales,Yes
,FB001,Nagpur,Aniruddha Kalbande,+918888800001,Christopher Andrews,+240,4685631937,Incoming,10 mins 50 secs,2021-11-28,05:53 AM,Suddenly off industry join Democrat guess standard.,CUST2804,,28 mins 2 secs,2.0,2 mins 52 secs,2.0,,2.0,,No Answer,Sales,,Dissatisfied,Sales,No
2805.0,FB002,Mumbai,Ankur Garde,,Sonia Cooper,+353,663-739-3577x282,,10 mins 7 secs,2021-07-19,01:28 AM,,CUST2805,1.0,16 mins 0 secs,1.0,4 mins 10 secs,1.0,0.0,1.0,1.0,,Inquiry,Africa,Dissatisfied,Support,Yes
2806.0,FB015,New York,Rachel,+918888800005,,+598,(498)579-7195,Outgoing,18 mins 21 secs,2023-04-16,09:05 AM,Similar manager money admit term past.,CUST2806,2.0,,,0 mins 0 secs,1.0,2.0,,2.0,No Answer,,Europe,Dissatisfied,Sales,No
,FB001,Nagpur,Aniruddha Kalbande,+918888800001,Cynthia King,+509,,Outgoing,17 mins 9 secs,2023-10-02,09:02 AM,Good tough officer civil community operation.,CUST2807,3.0,51 mins 51 secs,5.0,15 mins 0 secs,1.0,1.0,1.0,,Failed,Feedback,,Dissatisfied,Sales,No
2808.0,FB003,Pune,Shubhangi,,Frank Carter,+387,(276)558-6054,Incoming,7 mins 34 secs,,01:03 PM,Return wish next let.,CUST2808,2.0,30 mins 48 secs,1.0,,,0.0,,3.0,Completed,Sales,Africa,Dissatisfied,Sales,Yes
,,New York,Steve,+918888800004,Mark Ho,+244,2349759749,Outgoing,18 mins 58 secs,,03:32 AM,Life she experience attention foot program.,CUST2809,0.0,0 mins 0 secs,0.0,0 mins 0 secs,1.0,1.0,0.0,0.0,No Answer,Follow-up,North America,Dissatisfied,,No
2810.0,FB015,New York,Rachel,+918888800005,Sara Bernard,+870,(283)946-2094,,12 mins 17 secs,2021-01-05,09:37 PM,Entire season organization per four respond voice.,CUST2810,5.0,30 mins 210 secs,,27 mins 9 secs,,2.0,2.0,6.0,No Answer,,Asia,,Sales,Yes
,,Mumbai,Ankur Garde,+918888800002,Stephen Johnson,+691,786-457-5993x871,Incoming,,2022-04-18,01:29 AM,Few book will seven ago successful energy heart.,CUST2811,3.0,54 mins 81 secs,,14 mins 0 secs,,,2.0,2.0,,Inquiry,Asia,Neutral,,Yes
2812.0,FB002,Mumbai,Ankur Garde,+918888800002,Ronnie Jones,+54,,Outgoing,19 mins 20 secs,2021-02-24,08:37 PM,Now company onto strategy enter.,CUST2812,2.0,14 mins 40 secs,5.0,55 mins 285 secs,2.0,2.0,,7.0,Busy,Sales,North America,Dissatisfied,Support,Yes
2813.0,FB003,Pune,Shubhangi,,Christopher Wright,+92,001-862-241-3130x25138,Outgoing,12 mins 29 secs,2024-07-14,01:38 AM,,CUST2813,0.0,0 mins 0 secs,0.0,0 mins 0 secs,0.0,2.0,0.0,0.0,,Inquiry,Australia,Satisfied,,
2814.0,,Mumbai,Ankur Garde,+918888800002,John Brown,+230,+1-682-527-4538x8389,Incoming,11 mins 5 secs,2023-10-04,02:01 AM,You effect responsibility activity sing evening wide.,CUST2814,1.0,3 mins 16 secs,2.0,28 mins 58 secs,,0.0,,1.0,,Sales,North America,Satisfied,Support,Yes
,FB001,,Aniruddha Kalbande,+918888800001,John Hamilton,+381,+1-345-752-6178,Outgoing,,,11:29 AM,,CUST2815,3.0,,4.0,12 mins 36 secs,2.0,,7.0,0.0,Failed,Feedback,,Satisfied,,
,FB001,,,+918888800001,Ethan Davila,,001-726-505-2184x780,Incoming,4 mins 29 secs,2022-07-03,,My this someone major activity where.,CUST2816,3.0,54 mins 156 secs,2.0,20 mins 32 secs,2.0,2.0,1.0,4.0,Completed,Inquiry,,,Sales,Yes
2817.0,FB002,,Ankur Garde,,Christopher Johnson,+992,(367)533-7312,Outgoing,10 mins 14 secs,2020-12-30,12:53 AM,Positive value adult support remember.,,2.0,6 mins 114 secs,,0 mins 0 secs,,,2.0,,No Answer,Sales,Asia,,Support,No
2818.0,FB002,Mumbai,,+918888800002,Laura Orozco,+227,001-831-592-0234x3445,Outgoing,10 mins 39 secs,2021-02-23,07:58 AM,,CUST2818,2.0,22 mins 74 secs,5.0,,1.0,1.0,3.0,4.0,Failed,Inquiry,North America,Satisfied,Support,No
